Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
17266660$Héraut de la Lumière Écarlate$Limited(OCG)/Unlimited(TCG)$LUMIÈRE$[Elfe/Syntoniseur／Effet]$$$$$Niveau 2$300$500$$$$Lorsque votre adversaire active un effet de monstre (Effet Rapide) : vous pouvez envoyer cette carte et 1 autre monstre Elfe depuis votre main au Cimetière ; annulez l'activation, et si vous le faites, détruisez-le.$Fairy$Effect Monster$Activates from your hand/Sends itself from hand to Graveyard for cost/Sends from hand to Graveyard for cost$Quick$
08267140$Cyclone Cosmique$Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel)$MAGIE$$$$$$$$$$$$Payez 1000 LP, puis ciblez 1 Magie/Piège sur le Terrain ; bannissez-le.$$$$Cost/Effect$
70791313$Bibliothèque Magique Royale$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Magicien/Effet]$$$$$Niveau 4$0$2000$$$$Chaque fois qu'une Carte Magie est activée, placez 1 Compteur Magie sur cette carte (max. 3) lorsque la Magie est résolue. Vous pouvez retirer 3 Compteurs Magie de cette carte ; piochez 1 carte.$$$You draw cards$Continuous/Ignition$
20584712$Solidité ESPIRALE$Unlimited(OCG)/Unlimited(TCG)$VENT$[Guerrier/Effet]$$$$$Niveau 4$1900$1500$$$$Le nom de cette carte devient "Super Espion ESPIRALE" tant qu'elle est sur le Terrain ou dans le Cimetière. Une fois par tour : vous pouvez déclarer 1 type de carte (Monstre, Magie ou Piège) et cibler 1 carte contrôlée par votre adversaire ; révélez la carte du dessus du Deck de votre adversaire, et si vous le faites, détruisez la carte ciblée si la carte révélée est du type déclaré.$SPYRAL Super Agent$$Declares a card type/Reveals from the top of your opponent's Deck$Unclassified/Ignition$
57288708$Héritage du Monde - "Calice du Monde"$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Machine/Effet]$$$$$Niveau 5$0$0$$$$Si un ou plusieurs monstres sont Invoqués Spécialement depuis l'Extra Deck (sauf durant la Damage Step) : vous pouvez Sacrifier cette carte ; envoyez ces monstres au Cimetière. Vous ne pouvez utiliser chacun des effets suivants de "Héritage du Monde - "Calice du Monde"" qu'une fois par tour.●Si cette carte face recto Invoquée/Posée Normalement quitte le Terrain : vous pouvez Invoquer Spécialement 2 monstres "Calice du Monde" depuis votre Deck ("Héritage du Monde - "Calice du Monde"" exclu).●Durant votre Main Phase, sauf le tour où cette carte a été envoyée au Cimetière : vous pouvez bannir cette carte depuis votre Cimetière ; ajoutez 1 carte "Héritage du Monde" depuis votre Deck à votre main.$Supports archetypes /World Chalice/World Legacy$$Activates upon Special Summon/Tributes itself for cost/Sends from your field to your Graveyard/Sends from your opponent's field to your opponent's Graveyard/Activates from your Graveyard/Adds from Deck to hand$Trigger/Condition/Ignition$
05560911$Destrudo le Frisson du Dragon Perdu$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Dragon/Syntoniseur／Effet]$$$$$Niveau 7$1000$3000$$$$Si cette carte est dans votre main ou Cimetière : vous pouvez payer la moitié de vos LP, puis ciblez 1 monstre de max. Niveau 6 que vous contrôlez ; Invoquez Spécialement cette carte, et si vous le faites, le Niveau de cette carte est réduit du Niveau du monstre ciblé, et aussi, placez cette carte au-dessous du Deck si elle quitte le Terrain. Vous ne pouvez utiliser cet effet de "Destrudo le Frisson du Dragon Perdu" qu'une fois par tour.$$$Activates from your hand/Activates from your Graveyard/Returns itself to the Deck when it leaves the field$Ignition/Condition$
39910367$Citadelle Magique d'Endymion$Unlimited(OCG)/Unlimited(TCG)$MAGIE$$$$$$$$$$$$Chaque fois qu'une Carte Magie est activée, placez 1 Compteur Magie sur cette carte lorsque la Magie est résolue. Si une carte avec un ou plusieurs Compteurs Magie est détruite, placez ses Compteurs Magie sur cette carte. Une fois par tour, si vous allez activer un effet de carte en retirant un ou plusieurs Compteurs Magie d'une carte que vous contrôlez, vous pouvez retirer autant de Compteurs Magie de cette carte à la place. Si cette carte va être détruite, vous pouvez retirer 1 Compteur Magie de cette carte à la place.$$$$Continuous-like$
37957847$Princesse Insecte$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$VENT$[Insecte/Effet]$$$$$Niveau 6$1900$1200$$$$Tous les monstres Insecte contrôlés par votre adversaire sont changés en Position d'Attaque. Si cette carte détruit un monstre Insecte au combat : cette carte gagne 500 ATK.$$Insect$Changes battle positions$Continuous/Trigger$
12171659$Zéradias, Héraut du Paradis$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Elfe/Effet]$$$$$Niveau 4$2100$800$$$$Vous pouvez défausser cette carte au Cimetière ; ajoutez 1 "Le Sanctuaire Céleste" depuis votre Deck à votre main. Si "Le Sanctuaire Céleste" n'est pas sur le Terrain, détruisez cette carte.$The Sanctuary in the Sky$$Adds from Deck to hand/Discards itself for cost$Ignition/Continuous$
02204140$Le Livre de la Vie$Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel)$MAGIE$$$$$$$$$$$$Ciblez 1 monstre Zombie dans votre Cimetière et 1 monstre dans le Cimetière de votre adversaire ; Invoquez Spécialement la première cible, et aussi, bannissez la seconde cible.$Zombie$$$Effect$
