Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
50354944$Gaïa le Chevalier Implacable Origine$Unlimited(OCG)/Unlimited(TCG)$TERRE$[Guerrier/Effet]$$$$$Niveau 4$1600$1200$$$$Cette carte peut être traitée comme 2 Sacrifices pour l'Invocation Sacrifice d'un monstre Guerrier. Vous ne pouvez utiliser chacun des effets suivants de "Gaïa le Chevalier Implacable Origine" qu'une fois par tour. Vous pouvez envoyer 1 monstre de min. Niveau 5 depuis votre main au Cimetière ; Invoquez Spécialement cette carte depuis votre main. Durant la Battle Phase (Effet Rapide) : vous pouvez bannir cette carte depuis votre Cimetière, puis ciblez 1 monstre sur le Terrain dont l'ATK actuelle est différente de son ATK d'origine ; son ATK devient son ATK d'origine.$Warrior$$Activates from your hand/Sends from hand to Graveyard for cost/Activates from your Graveyard$Unclassified/Condition/Ignition/Quick$
34130561$Gaïa le Chevalier Magique$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Guerrier/Effet]$$$$$Niveau 7$2300$2100$$$$(Cette carte est toujours aussi traitée comme une carte "Gaïa le Chevalier Implacable".)Si vous ne contrôlez aucun monstre ou que votre adversaire contrôle un monstre avec min. 2300 ATK, vous pouvez Invoquer Normalement cette carte sans Sacrifices. Si cette carte est Invoquée Normalement ou Spécialement : vous pouvez Invoquer Spécialement 1 monstre Dragon de Niveau 5 depuis votre main ou Cimetière en Position de Défense. Vous ne pouvez utiliser cet effet de "Gaïa le Chevalier Magique" qu'une fois par tour.$Dragon$$Activates upon Normal Summon/Activates upon Special Summon$Condition/Unclassified/Trigger$
61525276$Malédiction du Dragon, le Dragon Maudit$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Dragon/Effet]$$$$$Niveau 5$2000$1500$$$$Si cette carte est Invoquée Normalement ou Spécialement : vous pouvez ajouter 1 Magie/Piège depuis votre Deck à votre main, qui liste spécifiquement la carte "Gaïa le Dragon Champion" dans son texte. Si cette carte est envoyée au Cimetière : vous pouvez cibler 1 "Gaïa le Dragon Champion" dans votre Zone Monstre ; jusqu'à la fin de ce tour, annulez les effets des monstres face recto actuellement contrôlés par votre adversaire avec une ATK inférieure ou égale à celui-ci. Vous ne pouvez utiliser chaque effet de "Malédiction du Dragon, le Dragon Maudit" qu'une fois par tour.$Gaia the Dragon Champion$$Activates upon Normal Summon/Activates upon Special Summon/Adds from Deck to hand/Activates from your Graveyard$Trigger/Condition$
07913375$Artillerie Tortue Catapulte$Unlimited(OCG)/Unlimited(TCG)$EAU$[Aqua/Effet]$$$$$Niveau 4$1000$2000$$$$Vous pouvez Sacrifier 1 monstre ; Invoquez Spécialement 1 monstre "Gaïa le Chevalier Implacable" ou 1 monstre Dragon de Niveau 5 depuis votre main ou Deck. Vous ne pouvez utiliser cet effet de "Artillerie Tortue Catapulte" qu'une fois par tour.$Supports archetypes /Gaia The Fierce Knight $$Tributes for cost$Ignition/Condition$
33318980$Soldat Gaïa le Chevalier Implacable$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Guerrier/Effet]$$$$$Niveau 8$2600$2100$$$$(Effet Rapide) : vous pouvez Sacrifier 1 Monstre Fusion Dragon ; Invoquez Spécialement cette carte depuis votre main. Si cette carte est Invoquée Spécialement : vous pouvez cibler 1 monstre en Position d'Attaque sur le Terrain ; changez-le en Position de Défense. Vous pouvez Sacrifier cette carte ; ajoutez 1 monstre Guerrier de min. Niveau 7 ("Soldat Gaïa le Chevalier Implacable" exclu) depuis votre Deck à votre main. Vous ne pouvez utiliser chaque effet de "Soldat Gaïa le Chevalier Implacable" qu'une fois par tour.$Dragon/Fusion Monster/Warrior$$Activates from your hand/Tributes for cost/Activates upon Special Summon/Changes battle positions/Tributes itself for cost/Adds from Deck to hand$Quick/Trigger/Ignition/Condition$
60303688$Dogmatika Ecclésia, la Vertueuse$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Magicien/Effet]$$$$$Niveau 4$1500$1500$$$$Non destructible au combat avec un monstre Invoqué Spécialement depuis l'Extra Deck. Vous ne pouvez utiliser chacun des effets suivants de "Dogmatika Ecclésia, la Vertueuse" qu'une fois par tour. Si un monstre Invoqué Spécialement depuis l'Extra Deck est sur le Terrain : vous pouvez Invoquer Spécialement cette carte depuis votre main. Si cette carte est Invoquée Normalement ou Spécialement : vous pouvez activer cet effet ; ajoutez 1 carte "Dogmatika" ("Dogmatika Ecclésia, la Vertueuse" exclu) depuis votre Deck à votre main, et aussi, vous ne pouvez pas Invoquer Spécialement de monstres depuis l'Extra Deck le reste de ce tour.$Supports archetypes /Dogmatika$$Activates from your hand/Activates upon Normal Summon/Activates upon Special Summon/Adds from Deck to hand$Continuous/Condition/Ignition/Trigger$
96891787$Dogmatika Théo, le Poing de Fer$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Magicien/Effet]$$$$$Niveau 4$1800$1500$$$$Non destructible au combat avec un monstre Invoqué Spécialement depuis l'Extra Deck. Vous ne pouvez utiliser chacun des effets suivants de "Dogmatika Théo, le Poing de Fer" qu'une fois par tour. Si un monstre Invoqué Spécialement depuis l'Extra Deck est sur le Terrain : vous pouvez Invoquer Spécialement cette carte depuis votre main. Vous pouvez cibler 1 monstre face recto sur le Terrain qui a été Invoqué Spécialement depuis l'Extra Deck ; jusqu'à la fin de ce tour, cette carte gagne 600 ATK, et si elle le fait, le monstre ciblé perd 600 ATK.$$$Activates from your hand$Continuous/Condition/Ignition$
33296432$Dogmatika Adin, l'Illuminé$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Magicien/Effet]$$$$$Niveau 4$1000$1800$$$$Non destructible au combat avec un monstre Invoqué Spécialement depuis l'Extra Deck. Vous ne pouvez utiliser chacun des effets suivants de "Dogmatika Adin, l'Illuminé" qu'une fois par tour. Si un monstre Invoqué Spécialement depuis l'Extra Deck est sur le Terrain : vous pouvez Invoquer Spécialement cette carte depuis votre main. Si cette carte sur le Terrain est détruite au combat ou par un effet de carte : vous pouvez Invoquer Spécialement 1 monstre "Dogmatika" ("Dogmatika Adin, l'Illuminé" exclu) depuis votre Deck.$Supports archetypes /Dogmatika$$Activates from your hand/Activates if destroyed by battle/Activates if destroyed by card effect$Continuous/Condition/Ignition/Trigger$
69680031$Dogmatika Fleurdelis, l'Adoubée$Unlimited(OCG)/Unlimited(TCG)$LUMIÈRE$[Magicien/Effet]$$$$$Niveau 8$2500$2500$$$$Durant la Main Phase, si un monstre Invoqué Spécialement depuis l'Extra Deck est sur le Terrain (Effet Rapide) : vous pouvez Invoquer Spécialement cette carte depuis votre main, puis, si vous contrôlez un autre monstre "Dogmatika", vous pouvez annuler les effets d'1 monstre face recto sur le Terrain, jusqu'à la fin de ce tour. Lorsque votre monstre "Dogmatika" déclare une attaque : vous pouvez faire gagner 500 ATK à tous les monstres "Dogmatika" que vous contrôlez actuellement. Vous ne pouvez utiliser chaque effet de "Dogmatika Fleurdelis, l'Adoubée" qu'une fois par tour.$Supports archetypes /Dogmatika$$Activates from your hand/Activates upon attack declaration$Quick/Trigger/Condition$
68468459$Albaz le Déchu$Unlimited(OCG)/Unlimited(TCG)$TÉNÈBRES$[Dragon/Effet]$$$$$Niveau 4$1800$0$$$$Si cette carte est Invoquée Normalement ou Spécialement (sauf durant la Damage Step) : vous pouvez défausser 1 carte ; Invoquez par Fusion 1 Monstre Fusion depuis votre Extra Deck, en utilisant des monstres (cette carte incluse) sur au moins l'un des Terrains comme Matériel Fusion, mais vous ne pouvez pas utiliser d'autres monstres que vous contrôlez comme Matériel Fusion. Vous ne pouvez utiliser cet effet de "Albaz le Déchu" qu'une fois par tour.$$$Activates upon Normal Summon/Activates upon Special Summon/Discards for cost/Uses cards on the player's field as Fusion Materials/Uses cards on the opponent's field as Fusion Materials/Uses itself as a Fusion Material$Trigger/Condition$
95953557$Astolfo, Chevalier Noble Inferno$Unlimited(OCG)/Unlimited(TCG)$FEU$[Guerrier/Effet]$$$$$Niveau 1$500$200$$$$Vous pouvez bannir 1 monstre FEU Guerrier depuis votre main ou Cimetière ; Invoquez Spécialement cette carte depuis votre main, puis vous pouvez faire devenir le Niveau de cette carte du Niveau du monstre banni. Vous pouvez bannir cette carte depuis votre Cimetière ; Invoquez Spécialement cette carte bannie durant votre seconde Standby Phase après l'activation de cet effet, puis vous pouvez Invoquer Spécialement 1 de vos monstres FEU Guerrier qui est banni ou dans votre Cimetière. Vous ne pouvez utiliser chaque effet de "Astolfo, Chevalier Noble Inferno" qu'une fois par Duel.$FIRE/Warrior$$Activates from your hand/Activates from your Graveyard$Ignition/Condition$
58346901$Oliver, Chevalier Noble Inferno$Unlimited(OCG)/Unlimited(TCG)$FEU$[Guerrier/Syntoniseur／Effet]$$$$$Niveau 4$1000$1500$$$$Tant que cette carte est une Carte d'Équipement, votre adversaire ne peut pas cibler le monstre équipé avec des effets de carte. Vous ne pouvez utiliser chacun des effets suivants de "Oliver, Chevalier Noble Inferno" qu'une fois par tour. Vous pouvez envoyer 1 monstre FEU Guerrier ou 1 Magie d'Équipement depuis votre main ou Terrain face recto au Cimetière ; Invoquez Spécialement cette carte depuis votre main comme un monstre de Niveau 1. Si cette carte est dans votre Cimetière : vous pouvez cibler 1 monstre Guerrier que vous contrôlez ; équipez cette carte au monstre que vous contrôlez.$FIRE/Warrior/Equip Spell Card$$Activates from your hand/Sends from hand to Graveyard for cost/Sends from field to Graveyard for cost/Activates from your Graveyard/Equips self from Graveyard$Continuous-like/Condition/Ignition$
